LOAD_PANDAS()
         362855466 function calls (360044859 primitive calls) in 1255.949 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1342388    3.647    0.000   18.466    0.000 datetimelike.py:368(_get_getitem_freq)
    19573    0.145    0.000  225.361    0.012 datetimelike.py:425(astype)
  1167796    1.356    0.000   65.961    0.000 datetimelike.py:525(view)
        2    0.000    0.000    1.426    0.713 datetimelike.py:533(_concat_same_type)
    49464    0.172    0.000    0.500    0.000 datetimelike.py:560(copy)
    82101    0.272    0.000    1.228    0.000 datetimelike.py:637(_validate_scalar)
  2510092    0.655    0.000    0.655    0.000 datetimelike.py:926(freq)
    58797    1.458    0.000    1.490    0.000 datetimes.py:134(should_cache)
    58797    1.064    0.000   85.111    0.001 datetimes.py:194(_maybe_cache)
   164202    0.039    0.000    0.039    0.000 datetimes.py:194(_scalar_type)
    78391    0.871    0.000    5.025    0.000 datetimes.py:1980(_sequence_to_dt64ns)
    58797    0.347    0.000   20.716    0.000 datetimes.py:2129(objects_to_datetime64ns)
   137188    0.436    0.000    3.067    0.000 datetimes.py:2215(maybe_convert_dtype)
    78391    0.030    0.000    0.030    0.000 datetimes.py:2314(_validate_dt64_dtype)
   156782    0.054    0.000    0.054    0.000 datetimes.py:2366(validate_tz_from_dtype)
   108266    0.342    0.000    7.251    0.000 datetimes.py:241(_box_as_indexlike)
    78391    0.376    0.000    0.556    0.000 datetimes.py:265(_simple_new)
    49469    0.410    0.000   87.887    0.002 datetimes.py:270(_convert_and_box_cache)
    19617    0.026    0.000    1.674    0.000 datetimes.py:286(_from_sequence)
    78391    0.430    0.000    6.365    0.000 datetimes.py:290(_from_sequence_not_strict)
   108238    0.386    0.000    6.088    0.000 datetimes.py:313(__new__)
    58797    0.470    0.000   29.275    0.000 datetimes.py:325(_convert_listlike_datetimes)
    82101    0.284    0.000    0.348    0.000 datetimes.py:449(_unbox_scalar)
    82101    0.027    0.000    0.027    0.000 datetimes.py:458(_check_compatible_with)
    32642    0.172    0.000    0.541    0.000 datetimes.py:483(_box_func)
  3842548    1.066    0.000    1.066    0.000 datetimes.py:495(dtype)
   182790    0.134    0.000    0.212    0.000 datetimes.py:520(tz)
    71856    0.204    0.000    0.616    0.000 datetimes.py:562(__array__)
   174592    0.185    0.000    2.932    0.000 datetimes.py:569(__iter__)
    19573    0.118    0.000  226.045    0.012 datetimes.py:599(astype)
    58797    0.805    0.000  191.773    0.003 datetimes.py:705(to_datetime)
    78391    0.174    0.000    0.174    0.000 datetimes.py:94(tz_to_dtype)
  1167811    1.265    0.000    1.749    0.000 dtype.py:125(construct_from_string)
  1167811    1.245    0.000    1.706    0.000 dtype.py:216(construct_from_string)
  1167811    2.233    0.000    3.376    0.000 dtypes.py:1185(construct_from_string)
    49469    0.097    0.000    0.389    0.000 dtypes.py:1247(is_dtype)
   452268    0.726    0.000    0.829    0.000 dtypes.py:1333(__init__)
  1167811    1.541    0.000    1.649    0.000 dtypes.py:303(construct_from_string)
  1167811    1.867    0.000    3.806    0.000 dtypes.py:754(construct_from_string)
  1167811    2.135    0.000    3.555    0.000 dtypes.py:913(construct_from_string)
  1499151    2.112    0.000    9.795    0.000 dtypes.py:977(is_dtype)
        2    0.000    0.000    0.000    0.000 enum.py:359(__call__)
        2    0.000    0.000    0.000    0.000 enum.py:678(__new__)
   177335    0.078    0.000    0.078    0.000 enum.py:801(value)
        1    0.000    0.000    0.000    0.000 enum.py:986(__and__)
   108238    0.075    0.000    0.177    0.000 extension.py:70(fget)
   348136    0.436    0.000    0.436    0.000 flags.py:49(__init__)
    69068    0.025    0.000    0.025    0.000 flags.py:53(allows_duplicate_labels)
    62536    0.090    0.000    0.090    0.000 flags.py:85(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 frame.py:600(_constructor)
     6534    0.100    0.000   78.702    0.012 frame.py:609(__init__)
    13066    0.011    0.000    0.011    0.000 frame.py:857(axes)
     6533    0.014    0.000    0.045    0.000 frame.py:874(shape)
    26132    0.010    0.000    0.010    0.000 fromnumeric.py:1034(_argsort_dispatcher)
    26132    0.044    0.000    0.252    0.000 fromnumeric.py:1038(argsort)
    26132    0.043    0.000    0.208    0.000 fromnumeric.py:51(_wrapfunc)
        1    0.000    0.000    0.000    0.000 frozen.py:70(__getitem__)
     6533    0.005    0.000    0.005    0.000 function.py:56(__call__)
     6533    0.054    0.000    0.751    0.000 generic.py:11108(_logical_func)
     6533    0.019    0.000    0.771    0.000 generic.py:11166(any)
     6533    0.012    0.000    0.782    0.000 generic.py:11598(any)
   348136    1.242    0.000    1.677    0.000 generic.py:259(__init__)
    69068    0.042    0.000    0.042    0.000 generic.py:332(attrs)
   131604    0.034    0.000    0.034    0.000 generic.py:353(flags)
 17484126    7.139    0.000    9.276    0.000 generic.py:40(_check)
   130660    0.178    0.000    0.787    0.000 generic.py:445(_validate_dtype)
 17484126    7.023    0.000   16.365    0.000 generic.py:45(_instancecheck)
     6533    0.076    0.000    1.016    0.000 generic.py:5044(reindex)
     6533    0.024    0.000    0.035    0.000 generic.py:518(_construct_axes_from_arguments)
    13066    0.022    0.000    0.332    0.000 generic.py:5277(<genexpr>)
     6533    0.008    0.000    0.011    0.000 generic.py:547(<dictcomp>)
    19602    0.016    0.000    0.016    0.000 generic.py:550(_get_axis_number)
    13066    0.020    0.000    0.031    0.000 generic.py:564(_get_axis)
        2    0.000    0.000    0.000    0.000 generic.py:570(_get_block_manager_axis)
    62536    0.489    0.000    1.065    0.000 generic.py:5844(__finalize__)
     6533    0.002    0.000    0.009    0.000 generic.py:5876(<genexpr>)
     6534    0.003    0.000    0.008    0.000 generic.py:5881(<genexpr>)
   341602    0.519    0.000    0.519    0.000 generic.py:5888(__getattr__)
   348135    1.166    0.000    4.852    0.000 generic.py:5904(__setattr__)
     6533    0.018    0.000    0.062    0.000 generic.py:5959(_protect_consolidate)
     6533    0.012    0.000    0.074    0.000 generic.py:5973(_consolidate_inplace)
     6533    0.015    0.000    0.038    0.000 generic.py:5977(f)
     6533    0.039    0.000    0.476    0.000 generic.py:6258(copy)
     6535    0.012    0.000    0.012    0.000 generic.py:664(ndim)
     6533    0.015    0.000    1.066    0.000 generic.py:7765(isna)
        2    0.000    0.000    0.000    0.000 inference.py:102(is_file_like)
   131570    0.103    0.000    0.207    0.000 inference.py:188(is_array_like)
   229596    0.528    0.000    1.233    0.000 inference.py:266(is_dict_like)
   803587    0.321    0.000    0.469    0.000 inference.py:292(<genexpr>)
  2362437    1.342    0.000    2.030    0.000 inference.py:325(is_hashable)
   104378    0.324    0.000    0.553    0.000 inference.py:430(is_inferred_bool_dtype)
    57984    0.057    0.000    0.107    0.000 inspect.py:1672(currentframe)
  1188672    0.405    0.000    0.559    0.000 inspect.py:182(ismodule)
  1188672    0.329    0.000    0.456    0.000 inspect.py:191(isclass)
  1188672    0.367    0.000    0.493    0.000 inspect.py:199(ismethod)
  1188672    0.373    0.000    0.498    0.000 inspect.py:277(isfunction)
  1188672    0.358    0.000    0.481    0.000 inspect.py:355(istraceback)
  1188672    0.358    0.000    0.468    0.000 inspect.py:365(isframe)
  1188672    0.379    0.000    0.483    0.000 inspect.py:379(iscode)
  1188672    2.569    0.000    6.006    0.000 inspect.py:773(getfile)
        1    0.000    0.000    0.000    0.000 managers.py:1040(_verify_integrity)
       34    0.000    0.000    0.000    0.000 managers.py:1042(<genexpr>)
     6533    0.004    0.000    0.004    0.000 managers.py:172(blknos)
     6533    0.012    0.000    0.224    0.000 managers.py:1846(is_consolidated)
     6533    0.055    0.000    0.212    0.000 managers.py:1854(_consolidate_check)
     6533    0.119    0.000    0.153    0.000 managers.py:1860(<listcomp>)
     6533    0.045    0.000   22.487    0.003 managers.py:1864(_consolidate_inplace)
     6533    0.003    0.000    0.003    0.000 managers.py:188(blklocs)
     6533    0.003    0.000    0.003    0.000 managers.py:1882(ndim)
   226803    0.441    0.000    0.539    0.000 managers.py:1891(__init__)
     6533    0.020    0.000    0.038    0.000 managers.py:1917(from_blocks)
   220270    0.571    0.000    4.832    0.000 managers.py:1934(from_array)
   170801    0.093    0.000    0.093    0.000 managers.py:2009(_block)
   148407    0.336    0.000    0.465    0.000 managers.py:2058(dtype)
   239869    0.481    0.000    0.550    0.000 managers.py:2069(internal_values)
     6533    0.071    0.000   33.219    0.005 managers.py:2182(create_block_manager_from_column_arrays)
   261320    0.348    0.000    0.675    0.000 managers.py:2237(_grouping_func)
     6533    1.192    0.000   10.657    0.002 managers.py:2253(_form_blocks)
   335069    0.338    0.000    1.370    0.000 managers.py:228(set_axis)
    97995    0.187    0.000    0.485    0.000 managers.py:2280(<listcomp>)
    81730    4.525    0.000    5.727    0.000 managers.py:2305(_stack_arrays)
     6533    0.175    0.000   21.911    0.003 managers.py:2319(_consolidate)
   359450    0.264    0.000    1.350    0.000 managers.py:2324(<lambda>)
     6533    0.005    0.000    0.006    0.000 managers.py:233(is_single_block)
    32665   10.633    0.000   20.105    0.001 managers.py:2361(_merge_blocks)
    26132    0.059    0.000    0.080    0.000 managers.py:2372(<listcomp>)
     6534    0.004    0.000    0.004    0.000 managers.py:238(items)
    26132    0.027    0.000    0.027    0.000 managers.py:2381(<listcomp>)
   226803    0.098    0.000    0.098    0.000 managers.py:2433(_using_copy_on_write)
     6533    0.055    0.000    0.146    0.000 managers.py:301(apply)
     6533    0.003    0.000    0.003    0.000 managers.py:330(<dictcomp>)
     6533    0.040    0.000    0.197    0.000 managers.py:616(copy)
     6533    0.008    0.000    0.008    0.000 managers.py:655(<listcomp>)
     6533    0.013    0.000    0.015    0.000 managers.py:673(consolidate)
     6534    0.005    0.000    0.005    0.000 managers.py:997(__init__)
    56002    0.022    0.000    0.022    0.000 missing.py:107(clean_fill_method)
   711754    0.367    0.000    9.915    0.000 missing.py:108(isna)
   711754    0.973    0.000    9.548    0.000 missing.py:191(_isna)
519059/262796    0.919    0.000    8.811    0.000 missing.py:268(_isna_array)
   262796    0.416    0.000    6.086    0.000 missing.py:309(_isna_string_dtype)
    69067    0.162    0.000    0.368    0.000 missing.py:460(array_equivalent)
    19598    0.073    0.000    0.179    0.000 missing.py:564(_array_equivalent_object)
   337671    0.748    0.000    1.994    0.000 missing.py:645(na_value_for_dtype)
   246456    0.531    0.000    1.322    0.000 missing.py:699(is_valid_na_for_dtype)
   279742    1.523    0.000  181.002    0.001 missing.py:750(isna_all)
  1167796   17.809    0.000   84.079    0.000 missing.py:772(<lambda>)
   256263    0.172    0.000    8.831    0.000 missing.py:777(<lambda>)
  2063319    8.087    0.000  177.830    0.000 missing.py:781(<genexpr>)
    56002    0.046    0.000    0.068    0.000 missing.py:910(clean_reindex_fill_method)
   296684    0.113    0.000    0.113    0.000 multiarray.py:1079(copyto)
    45636    0.025    0.000    0.025    0.000 multiarray.py:1130(putmask)
   313617    0.087    0.000    0.087    0.000 multiarray.py:152(concatenate)
     6533    0.003    0.000    0.003    0.000 nanops.py:195(_get_fill_value)
     6533    0.009    0.000    0.041    0.000 nanops.py:217(_maybe_get_mask)
     6533    0.056    0.000    0.216    0.000 nanops.py:261(_get_values)
     6533    0.009    0.000    0.015    0.000 nanops.py:350(_na_ok_dtype)
     6533    0.024    0.000    0.387    0.000 nanops.py:496(nanany)
    57984    0.065    0.000    0.065    0.000 numeric.py:115(inferred_type)
    57984    0.248    0.000    0.925    0.000 numeric.py:132(_ensure_array)
    64518    0.069    0.000    0.276    0.000 numeric.py:181(_validate_dtype)
    57984    0.079    0.000    0.173    0.000 numeric.py:192(_ensure_dtype)
   296684    0.886    0.000    3.719    0.000 numeric.py:290(full)
    28992    0.021    0.000    0.021    0.000 numeric.py:418(_engine_type)
   130158    0.093    0.000    0.130    0.000 numerictypes.py:282(issubclass_)
    65079    0.098    0.000    0.235    0.000 numerictypes.py:356(issubdtype)
       14    0.000    0.000    0.001    0.000 numerictypes.py:573(_can_coerce_all)
      133    0.000    0.000    0.000    0.000 numerictypes.py:582(<listcomp>)
        7    0.000    0.000    0.001    0.000 numerictypes.py:597(find_common_type)
        7    0.000    0.000    0.000    0.000 numerictypes.py:649(<listcomp>)
        7    0.000    0.000    0.000    0.000 numerictypes.py:650(<listcomp>)
   452268    0.547    0.000   85.201    0.000 numpy_.py:112(_from_backing_data)
  1211859    0.332    0.000    0.332    0.000 numpy_.py:118(dtype)
    97995    0.061    0.000    0.085    0.000 numpy_.py:125(__array__)
   256263    0.155    0.000    8.025    0.000 numpy_.py:183(isna)
   452268    1.426    0.000    3.250    0.000 numpy_.py:69(__init__)
        1    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
        2    0.000    0.000    0.000    0.000 parse.py:103(_noop)
        2    0.000    0.000    0.000    0.000 parse.py:114(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:372(urlparse)
        1    0.000    0.000    0.000    0.000 parse.py:419(_checknetloc)
        1    0.000    0.000    0.000    0.000 parse.py:437(urlsplit)
    57984    0.289    0.000    0.465    0.000 posixpath.py:150(dirname)
        3    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
   115968    0.056    0.000    0.087    0.000 posixpath.py:41(_get_sep)
    57984    0.238    0.000    0.350    0.000 posixpath.py:71(join)
        1    0.001    0.001 1255.949 1255.949 prof.py:14(load_pandas)
     6534    0.055    0.000    0.167    0.000 range.py:118(__new__)
    56004    0.145    0.000    0.214    0.000 range.py:173(_simple_new)
    98938    0.126    0.000    0.126    0.000 range.py:353(dtype)
        1    0.000    0.000    0.000    0.000 range.py:453(_view)
        1    0.004    0.004    0.013    0.013 range.py:887(_concat)
     6534    0.002    0.000    0.002    0.000 range.py:896(<genexpr>)
        1    0.002    0.002    0.006    0.006 range.py:907(<listcomp>)
   633736    0.255    0.000    0.366    0.000 range.py:946(__len__)
   177334    0.109    0.000    0.809    0.000 re.py:249(compile)
   177334    0.413    0.000    0.700    0.000 re.py:288(_compile)
        1    0.000    0.000    0.004    0.004 readers.py:1395(__init__)
        2    0.000    0.000    0.000    0.000 readers.py:1444(close)
        1    0.000    0.000    0.000    0.000 readers.py:1449(_get_options_with_defaults)
        1    0.000    0.000    0.000    0.000 readers.py:1516(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 readers.py:1527(_clean_options)
     6534    0.012    0.000  729.002    0.112 readers.py:1696(__next__)
        1    0.000    0.000    0.004    0.004 readers.py:1703(_make_engine)
     6534    2.310    0.000  725.440    0.111 readers.py:1762(read)
     6534    3.550    0.001  728.990    0.112 readers.py:1803(get_chunk)
        1    0.000    0.000    0.000    0.000 readers.py:1879(_clean_na_values)
        1    0.000    0.000    0.000    0.000 readers.py:1954(_refine_defaults_read)
        1    0.000    0.000    0.000    0.000 readers.py:2132(_extract_dialect)
        1    0.000    0.000    0.000    0.000 readers.py:2230(_validate_skipfooter)
     6535    0.050    0.000    0.056    0.000 readers.py:517(validate_integer)
        1    0.000    0.000    0.000    0.000 readers.py:547(_validate_names)
        1    0.000    0.000    0.004    0.004 readers.py:571(_read)
        1    0.000    0.000    0.004    0.004 readers.py:854(read_csv)
     6533    0.002    0.000    0.002    0.000 series.py:1274(_clear_item_cache)
341602/269739    4.151    0.000   71.171    0.000 series.py:342(__init__)
    49469    0.498    0.000   75.686    0.002 series.py:4460(map)
     6533    0.076    0.000    0.681    0.000 series.py:4773(_reduce)
    65330    0.248    0.000   28.307    0.000 series.py:486(_init_dict)
     6533    0.045    0.000    1.066    0.000 series.py:5077(reindex)
    62535    0.022    0.000    0.022    0.000 series.py:546(_constructor)
   335069    0.864    0.000    3.753    0.000 series.py:565(_set_axis)
     6533    0.022    0.000    1.088    0.000 series.py:5707(isna)
   148407    0.099    0.000    0.564    0.000 series.py:596(dtype)
   460139    1.019    0.000    1.539    0.000 series.py:611(name)
   404137    0.901    0.000    2.487    0.000 series.py:661(name)
   239869    0.225    0.000    0.775    0.000 series.py:708(_values)
     6533    0.005    0.000    0.035    0.000 series.py:764(__len__)
    26132    0.017    0.000    0.027    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
    26132    0.018    0.000    0.045    0.000 shape_base.py:218(_vhstack_dispatcher)
    26132    0.092    0.000    7.251    0.000 shape_base.py:223(vstack)
    45731    0.008    0.000    0.008    0.000 shape_base.py:77(_atleast_2d_dispatcher)
    45731    0.129    0.000    0.574    0.000 shape_base.py:81(atleast_2d)
        1    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 sre_compile.py:447(_simple)
        2    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
        1    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 sre_compile.py:560(_compile_info)
        2    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
        1    0.000    0.000    0.000    0.000 sre_compile.py:622(_code)
        1    0.000    0.000    0.000    0.000 sre_compile.py:783(compile)
      2/1    0.000    0.000    0.000    0.000 sre_compile.py:87(_compile)
        2    0.000    0.000    0.000    0.000 sre_parse.py:112(__init__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:161(__len__)
       29    0.000    0.000    0.000    0.000 sre_parse.py:165(__getitem__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
       22    0.000    0.000    0.000    0.000 sre_parse.py:173(append)
      2/1    0.000    0.000    0.000    0.000 sre_parse.py:175(getwidth)
        1    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
       24    0.000    0.000    0.000    0.000 sre_parse.py:234(__next)
        2    0.000    0.000    0.000    0.000 sre_parse.py:250(match)
       23    0.000    0.000    0.000    0.000 sre_parse.py:255(get)
        2    0.000    0.000    0.000    0.000 sre_parse.py:287(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:436(_parse_sub)
        1    0.000    0.000    0.000    0.000 sre_parse.py:494(_parse)
        1    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
        1    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
        1    0.000    0.000    0.000    0.000 sre_parse.py:944(parse)
   550278    0.593    0.000    0.593    0.000 string_.py:101(__init__)
   171561    0.047    0.000    0.047    0.000 string_.py:114(type)
  1167811    1.131    0.000    1.239    0.000 string_.py:118(construct_from_string)
   195990    0.827    0.000    0.827    0.000 string_.py:162(construct_array_type)
   452268    2.582    0.000   84.654    0.000 string_.py:305(__init__)
   452268   34.918    0.000   76.164    0.000 string_.py:313(_validate)
    97995    0.784    0.000   38.462    0.000 string_.py:329(_from_sequence)
    97995    0.119    0.000   38.581    0.000 string_.py:355(_from_sequence_of_strings)
   166913    1.109    0.000   24.779    0.000 take.py:120(_take_nd_ndarray)
        6    0.000    0.000    0.000    0.000 take.py:288(_get_take_nd_function_cached)
   166913    0.386    0.000    0.386    0.000 take.py:326(_get_take_nd_function)
    82101    0.685    0.000    5.794    0.000 take.py:350(wrapper)
   166913    0.346    0.000    1.440    0.000 take.py:554(_take_preprocess_indexer_and_fill_value)
249014/166913    1.059    0.000   34.423    0.000 take.py:57(take_nd)
   177335    0.192    0.000    0.270    0.000 types.py:176(__get__)
        2    0.000    0.000    0.000    0.000 typing.py:1016(__init__)
        9    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1138(__getitem__)
        2    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1147(copy_with)
        1    0.000    0.000    0.000    0.000 typing.py:1154(__subclasscheck__)
        7    0.000    0.000    0.000    0.000 typing.py:137(_type_convert)
        7    0.000    0.000    0.000    0.000 typing.py:146(_type_check)
  3575119    0.546    0.000    0.546    0.000 typing.py:1737(cast)
        2    0.000    0.000    0.000    0.000 typing.py:206(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        1    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
        1    0.000    0.000    0.000    0.000 typing.py:267(_remove_dups_flatten)
    58798    0.104    0.000    0.105    0.000 typing.py:306(inner)
        1    0.000    0.000    0.000    0.000 typing.py:401(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:483(Union)
        7    0.000    0.000    0.000    0.000 typing.py:515(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:664(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
        1    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
       17    0.000    0.000    0.000    0.000 typing.py:935(_is_dunder)
        2    0.000    0.000    0.000    0.000 typing.py:947(__init__)
       17    0.000    0.000    0.000    0.000 typing.py:986(__setattr__)
        1    0.000    0.000    0.000    0.000 typing.py:993(__instancecheck__)
    82101    0.290    0.000    2.981    0.000 utils.py:191(validate_indices)
  2591855    6.966    0.000    9.196    0.000 utils.py:430(check_array_indexer)
   177334    0.885    0.000    2.791    0.000 warnings.py:130(filterwarnings)
   242692    0.378    0.000    1.404    0.000 warnings.py:165(simplefilter)
   420026    1.120    0.000    1.981    0.000 warnings.py:181(_add_filter)
   420026    0.563    0.000    0.563    0.000 warnings.py:437(__init__)
   420026    0.963    0.000    1.069    0.000 warnings.py:458(__enter__)
   420026    0.573    0.000    0.644    0.000 warnings.py:477(__exit__)
   439602    0.273    0.000    0.273    0.000 {built-in method __new__ of type object at 0x55649767b9a0}
  1192938    0.958    0.000    0.959    0.000 {built-in method _abc._abc_instancecheck}
    62/11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
    85109    3.597    0.000    3.597    0.000 {built-in method _codecs.utf_8_decode}
    32642    0.090    0.000    0.090    0.000 {built-in method _from_value_and_reso}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
    78391    0.103    0.000    0.103    0.000 {built-in method _simple_new}
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       21    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       19    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
  1260078    0.243    0.000    0.243    0.000 {built-in method _warnings._filters_mutated}
    57984    0.690    0.000    0.690    0.000 {built-in method _warnings.warn}
1311073/921256    1.952    0.000  191.284    0.000 {built-in method builtins.all}
      162    0.070    0.000    0.707    0.004 {built-in method builtins.any}
     6534    0.003    0.000    0.003    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        1    0.000    0.000 1255.949 1255.949 {built-in method builtins.exec}
 23265520    3.246    0.000    3.323    0.000 {built-in method builtins.getattr}
  3044533    0.884    0.000    1.317    0.000 {built-in method builtins.hasattr}
  2362438    0.687    0.000    0.687    0.000 {built-in method builtins.hash}
   111061    0.032    0.000    0.032    0.000 {built-in method builtins.id}
102647193/102240253   23.467    0.000   41.176    0.000 {built-in method builtins.isinstance}
  4272710    0.816    0.000    0.816    0.000 {built-in method builtins.issubclass}
     6533    0.003    0.000    0.003    0.000 {built-in method builtins.iter}
7697400/6231075    2.281    0.000    2.919    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
   279775    0.244    0.000    0.244    0.000 {built-in method builtins.max}
       38    0.003    0.000    0.003    0.000 {built-in method builtins.min}
   192791    0.093    0.000    0.093    0.000 {built-in method builtins.next}
       22    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
    13067    0.140    0.000    1.427    0.000 {built-in method builtins.sorted}
     6534    0.001    0.000    0.001    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        7    0.006    0.001    0.006    0.001 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
   235833    0.503    0.000    0.503    0.000 {built-in method numpy.array}
   101329    0.319    0.000    0.425    0.000 {built-in method numpy.asanyarray}
  2417362    1.906    0.000    2.415    0.000 {built-in method numpy.asarray}
753932/701668   47.511    0.000   48.538    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    26152    0.019    0.000    0.019    0.000 {built-in method numpy.datetime_data}
   623873    5.044    0.000    5.044    0.000 {built-in method numpy.empty}
    26132    0.013    0.000    0.013    0.000 {built-in method numpy.geterrobj}
    13066    0.023    0.000    0.023    0.000 {built-in method numpy.seterrobj}
    97995   37.327    0.000   37.327    0.000 {built-in method pandas._libs.lib.ensure_string_array}
    39294    0.202    0.000    0.202    0.000 {built-in method pandas._libs.lib.is_bool_array}
    85807    0.315    0.000    0.315    0.000 {built-in method pandas._libs.lib.is_datetime_array}
   452268   41.131    0.000   41.131    0.000 {built-in method pandas._libs.lib.is_string_array}
   448958    0.409    0.000    0.409    0.000 {built-in method pandas._libs.missing.checknull}
   262796    5.670    0.000    5.670    0.000 {built-in method pandas._libs.missing.isnaobj}
    58797   19.587    0.000   19.587    0.000 {built-in method pandas._libs.tslib.array_to_datetime}
    78391    0.031    0.000    0.031    0.000 {built-in method pandas._libs.tslibs.offsets.to_offset}
   137188    0.076    0.000    0.076    0.000 {built-in method pandas._libs.tslibs.timezones.maybe_get_tz}
   115971    0.029    0.000    0.029    0.000 {built-in method posix.fspath}
        5    0.000    0.000    0.000    0.000 {built-in method posix.stat}
    57984    0.030    0.000    0.030    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
   147459    4.564    0.000   28.338    0.000 {function DatetimeLikeArrayMixin.copy at 0x7f7ce0d1a170}
        1    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x7f7ce0b7a710}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
  1424491    1.283    0.000    1.283    0.000 {method '_from_backing_data' of 'pandas._libs.arrays.NDArrayBacked' objects}
     6533    0.239    0.000    0.307    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
    13075    0.002    0.000    0.002    0.000 {method 'add' of 'set' objects}
  1783577    1.968    0.000   16.453    0.000 {method 'all' of 'numpy.ndarray' objects}
   137215    0.141    0.000    1.062    0.000 {method 'any' of 'numpy.ndarray' objects}
   774490    0.116    0.000    0.116    0.000 {method 'append' of 'list' objects}
    26132    0.151    0.000    0.151    0.000 {method 'argsort' of 'numpy.ndarray' objects}
   127919    0.123    0.000    0.123    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
   215593    0.671    0.000    0.671    0.000 {method 'copy' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
  1225813    0.353    0.000    0.353    0.000 {method 'endswith' of 'str' objects}
   104528    0.029    0.000    0.029    0.000 {method 'extend' of 'list' objects}
      150    0.003    0.000    0.003    0.000 {method 'fill' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
    91232    0.074    0.000    0.074    0.000 {method 'format' of 'str' objects}
